Black Body Radiation Experiment Tue, Oct 30, 2018 3:27 PM
Sensor Position (Degrees)	Light Intensity (Volts)
75.31417	0.51454
75.43835	0.51470
75.56253	0.52951
75.70740	0.51953
75.86263	0.54190
76.02820	0.52291
76.24551	0.52001
76.49387	0.52951
76.78362	0.52870
77.13545	0.53240
77.45625	0.54013
77.68391	0.52918
77.94261	0.54383
78.22201	0.54287
78.50142	0.54480
78.70838	0.56073
78.90500	0.55429
79.08091	0.55478
79.28788	0.55574
79.53624	0.54254
79.74320	0.55623
79.99156	0.55252
80.19852	0.55510
